answer_text,word_count,dream_entry_title,date,respondent,survey,"Sex Assigned at Birth","Typical Dreams: Falling","Age Range",Age,"ZIP Code","Income Tier","Income (values)",Race/Ethnicity,"Education Level","Education Level (values)","Race/Ethnicity (values)",Region,"College Degree","Race Recode","Political Ideology","Political Ideology 2","Religious Affiliation A","Born Again Christian","Marital status","Marital Status A",<none>,"Coffee drinkers at home","<BR>Do you or anyone in your household brew any of the coffee consumed at home on a Keurig single brew (k-cup) machine?","Religious Worship A","Tea Party Views","Passport Ownership","US State of Residence",ID,"Political Party x Race/Ethnicity","Marital Status & Gender",TIME,Total,"Would you be interested in speaking with a reporter about the results of this survey?","More Spiritual Than Religious","Insomnia Nights Per Week A",Likelihood,"Ideology Recoded","Typical Dreams: Flying",DATE1,DATE2,Generation,"Earliest Remembered Dream: Recurrent","2008 President","Hours of sleep per night","Typical Dreams: Sexual","Parent of a young child","Would you be interested in participating in an interactive online focus group in the future?","Sexual Dreams Before Waking Sexual Activity","Typical Dreams: Just Like Waking Life","Typical Dreams: Awareness","Typical Dreams: Control","Most Recent Dream: Recurrent","Worst Nightmare: Recurrent",Registered,"2008 Presidential Vote","Political Party","Dream Recall","2008 results","Nightmare Recall",Party,"Talking About Dreams","Typical Dreams: Visitation","Typical Dreams: Being Chased or Attacked","Race/Ethnicity D"
"used to have various recuurring dreams about poeple chasing or trying to capture me",14,"Dream Text: Worst Nightmare",2010-08-03T05:14:49+00:00,zogby_052110:38361,"2010 Demographic Survey",Male,Yes,35-49,30-44,93529,"Middle income",$50-75K,White,"College Degree",Col+,White,West,"College Degree+",1,Prog,"Extremely liberal",Other/None,,Married,Married,40.00,Yes,No,Never,"Not Important",Yes,California,"1,195,127","White Rep","Married Male","80,150",Total,Yes,Yes,2,"Very likely",Liberal,Yes,23,23,Nikes,Yes,Other,8,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,"Someone else",Republican,"Several times a week",Other,"About once a week",Republican,"Several times a week",No,Yes,No/NS
"Being in a small room, hearing approaching footsteps, knowing that the man about to enter the room will rape and hurt (maybe kill) me",24,"Dream Text: Worst Nightmare",2010-08-03T05:15:04+00:00,zogby_052110:40168,"2010 Demographic Survey",Female,Yes,50-64,45-64,1844,"High income",$100+,White,"Some College",SomeCol,White,Northeast,"No College Degree",1,VCons,8,Protestant,Yes,Married,Married,1,Yes,No,Weekly,"Somewhat important",No/NS,Massachusetts,"1,028,121","White Ind","Married Female","80,111",Total,Yes,No,3,"Very likely",Conservative,Yes,23,23,Woodstockers,"Not sure",McCain,7,Yes,No,,No,No,Yes,No,No,No,Yes,McCain,Independent/unenrolled/Unaffiliated,"Almost every morning or more often",McCain,"Several times a week",Independent,Never,Yes,Yes,No/NS
"war-torn like surroundings living hand to mouth living in a destroyed building lost in same maze like surroundings",19,"Dream Text: Worst Nightmare",2010-08-03T05:14:29+00:00,zogby_052110:35779,"2010 Demographic Survey",Female,Yes,35-49,30-44,"Refused to answer","Upper-middle income",$75-100K,White,"High School Degree",HSGrad,White,South,"No College Degree",1,Cons,7,Other/None,,Married,Married,38.00,Yes,No,Never,"Somewhat important",No/NS,Virginia,"1,189,625","White Ind","Married Female","80,281",Total,No,No,0,"Very likely",Conservative,Yes,23,23,Nikes,No,McCain,6,Yes,No,,"Not sure",No,Yes,Yes,,Yes,Yes,McCain,Independent/unenrolled/Unaffiliated,"Several times a week",McCain,"Two or three times a month",Independent,"Less than once a month",No,Yes,No/NS
"A recurring dream where I am a child walking down a sidewalk (it seems like Halloween) with other children. There are houses, very old houses, tall with pinnacles or spirals, ancient wood, dark, all lining the road but spaced far apart without light or life. Nothing lives here. As we pass each one our fear subsides until the next approaches, each house becoming bigger. Somehow the children I am with subside too. At one house the door opens and a lady and her children invite me in û but the winding walkway, steep, brick lined, is very long and as I walk up to the house it seems to withdrawal, and I struggle to the door to find no one. I enter to hear the children laughing somewhere. I try to follow the laughter on to realize the children are crying. I turn to run but there is only one door now in the roomà..it seems like forever to make it to the door. The creaking knob unleashes the horror building within me and then the most frightening Witch û 10 feet tall û just stretches her arms out of a dark closet to grab me û as her long, long finger nails sink in my body I scream and wake up.",213,"Dream Text: Worst Nightmare",2010-08-03T05:15:29+00:00,zogby_052110:43483,"2010 Demographic Survey",Male,Yes,50-64,45-64,33687,"Middle income",$50-75K,White,"Some College",SomeCol,White,South,"No College Degree",1,Mod,5,Catholic,,Single,"Single, never married",51.00,Yes,No,Holidays,"Not Important",Yes,Florida,"969,895","White Dem","Other Male","80,184",Total,No,No,3,"Very likely",Moderate,Yes,23,23,Woodstockers,Yes,Other,6,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,Nader,Democratic,"Almost every morning or more often",Nader,"Almost every morning",Democratic,Never,Yes,Yes,No/NS
"The absolutely worst nightmare was when I dreamt that I could see my daughter at around 5 or 6 years old lying dead at the bottom of a pool at an apartment complex & there was nothing I could do for her. We have never had a pool nor lived at an apartment complex & she had swimming lessons when she was very little but it seemed so real I woke up sobbing. Very upsetting.",73,"Dream Text: Worst Nightmare",2010-08-03T05:12:47+00:00,zogby_052110:23430,"2010 Demographic Survey",Female,Yes,50-64,45-64,92646,"High income",$100+,Asian,"Some College",SomeCol,Asian,West,"No College Degree",4,Mod,4,Other/None,,Married,Married,59.00,Yes,Yes,Never,"Not Important",Yes,California,"937,425",Other,"Married Female","80,257",Total,No,Yes,4,"Very likely",Moderate,Yes,23,23,Woodstockers,No,Other,7.5,Yes,No,,No,Yes,Yes,No,No,No,Yes,"Did not vote",Democratic,"Several times a week",Other,"Less than once a month",Democratic,"Several times a week",Yes,Yes,No/NS
"Everyone, including my husband and my family was laughing at me, and the more I cried, the louder and meaner their laughter became.",23,"Dream Text: Worst Nightmare",2010-08-03T05:13:56+00:00,zogby_052110:31833,"2010 Demographic Survey",Female,No,65+,65+,98250,"Low-middle income",$35-50K,White,"College Degree",Col+,White,West,"College Degree+",1,Prog,"Extremely liberal",Other/None,,Married,Married,70.00,Yes,No,Rarely,"Not Important",No/NS,Washington,"1,192,803","White Dem","Married Female","80,896",Total,Yes,Yes,2,"Very likely",Liberal,Yes,23,23,Privates,Yes,Obama,7.5,No,No,,,Yes,Yes,No,No,Yes,Yes,Obama,Democratic,"1 to 3 times a month",Obama,"Two or three times a month",Democratic,"Two or three times a month",Yes,Yes,No/NS
"my father was killed and i was unable to protect him",11,"Dream Text: Worst Nightmare",2010-08-03T05:14:28+00:00,zogby_052110:35741,"2010 Demographic Survey",Male,No,50-64,45-64,10916,"High income",$100+,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Cons,7,Catholic,,"Civil union","Civil Union/domestic partnership",61.00,Yes,Yes,Rarely,"Very important",No/NS,"New York","418,001","White Rep","Other Male","80,975",Total,"Not sure",Yes,0,"Very likely",Conservative,No,23,23,Woodstockers,,McCain,6,Yes,No,,Yes,Yes,Yes,No,,No,Yes,McCain,Republican,"Once a week",McCain,"Less than once a month",Republican,"Less than once a month",No,No,No/NS
n/a,2,"Dream Text: Worst Nightmare",2010-08-03T05:16:15+00:00,zogby_052110:49201,"2010 Demographic Survey",Male,Yes,35-49,45-64,45458,"Upper-middle income",$75-100K,White,"College Degree",Col+,White,Midwest,"College Degree+",1,Libert,5,Protestant,Yes,Married,Married,47.00,Yes,No,1-2/Mo,"Not Important",No/NS,Ohio,"313,519","White Ind","Married Male","82,273",Total,No,Yes,2,"Very likely",Libert,No,23,23,Woodstockers,No,Other,6.5,Yes,No,,"Not sure",Yes,Yes,No,No,No,Yes,Barr,Libertarian,"Once a week",Other,"Less than once a month",Independent,"Not sure",No,Yes,No/NS
"Going to work naked. What a nightmare.",7,"Dream Text: Worst Nightmare",2010-08-03T05:12:33+00:00,zogby_052110:18331,"2010 Demographic Survey",Female,Yes,50-64,45-64,7032,,,"Hispanic or Latino","Some College",SomeCol,Hisp,Northeast,"No College Degree",2,Mod,5,Protestant,Yes,Married,Married,64.00,Yes,No,Weekly,"Somewhat important",Yes,"New York","951,940","Hisp Rep","Married Female","82,437",Total,Yes,Yes,2,"Very likely",Moderate,No,23,23,Woodstockers,,McCain,7,Yes,No,,"Not sure",No,Yes,No,No,No,Yes,McCain,Republican,"Less often than once a month",McCain,"Less than once a month",Republican,"Less than once a month",Yes,Yes,Yes
"I hate snakes. They were constantly showing up in my dreams. Although, I have not had a dream of them in the later years.",24,"Dream Text: Worst Nightmare",2010-08-03T05:13:24+00:00,zogby_052110:28421,"2010 Demographic Survey",Male,No,65+,65+,70592,"Middle income",$50-75K,White,"Some College",SomeCol,White,South,"No College Degree",1,Mod,8,Catholic,,Married,Married,65.00,Yes,No,Weekly,"Somewhat important",Yes,Louisiana,"1,196,681","White Rep","Married Male","82,697",Total,No,Yes,0,"Very likely",Moderate,No,23,23,Privates,No,McCain,7.5,Yes,No,,"Not sure","Not sure",Yes,Yes,,No,Yes,McCain,Republican,"Several times a week",McCain,"Less than once a month",Republican,Never,No,No,No/NS
"my name being called by a voice in the air, while lying on my bed one morning when i was single and in my first home i bought",28,"Dream Text: Worst Nightmare",2010-08-03T05:13:49+00:00,zogby_052110:30994,"2010 Demographic Survey",Male,No,50-64,45-64,94619,"High income",$100+,White,"Some College",SomeCol,White,West,"No College Degree",1,Cons,6,Protestant,Yes,Married,Married,61.00,Yes,No,1-2/Mo,"Somewhat unimportant",No/NS,California,"1,036,185","White Rep","Married Male","83,116",Total,"Not sure",Yes,2,"Very likely",Conservative,Yes,23,23,Woodstockers,No,McCain,6.5,"Not sure",No,,,No,Yes,Yes,"Not sure",No,Yes,McCain,Republican,"Less often than once a month",McCain,Never,Republican,"Less than once a month",No,No,No/NS
"Being stalked by grizzly bears. I eventually control the outcome and wake up.",13,"Dream Text: Worst Nightmare",2010-08-03T05:13:11+00:00,zogby_052110:26575,"2010 Demographic Survey",Male,No,65+,65+,84093,"Middle income",$50-75K,White,"College Degree",Col+,White,West,"College Degree+",1,Libert,5,Protestant,No/NS,Married,Married,0.02,Yes,No,Weekly+,"Not Important",No/NS,Utah,"320,841","White Ind","Married Male","82,841",Total,No,"NS/not religious or spiritual",3,"Very likely",Libert,Yes,23,23,Privates,No,Other,6,No,No,,,No,Yes,Yes,,Yes,Yes,Barr,Libertarian,"1 to 3 times a month",Other,Never,Independent,Never,"Not sure",Yes,No/NS
"A series of dreams after getting divorced - my kids hated me and would be cussing at me. I would be crying in my dreams, and when I woke up, I would be crying.",33,"Dream Text: Worst Nightmare",2010-08-03T05:16:05+00:00,zogby_052110:47987,"2010 Demographic Survey",Female,No,50-64,45-64,95682,"High income",$100+,White,"Some College",SomeCol,White,West,"No College Degree",1,Cons,5,Protestant,Yes,Married,Married,50.00,Yes,No,Weekly+,"Somewhat unimportant",No/NS,California,"370,261","White Ind","Married Female","83,056",Total,Yes,Yes,4,"Very likely",Conservative,No,23,23,Woodstockers,No,McCain,6,No,No,,,No,Yes,No,,No,Yes,McCain,Independent/unenrolled/Unaffiliated,"Several times a week",McCain,"Less than once a month",Independent,"About once a week",No,No,No/NS
"parents dying in a car wreck",6,"Dream Text: Worst Nightmare",2010-08-03T05:12:08+00:00,zogby_052110:8679,"2010 Demographic Survey",Male,No,18-24,18-29,37920,"Low income","< $25K",White,"College Degree",Col+,White,Midwest,"College Degree+",1,Cons,7,Protestant,Yes,Single,"Single, never married",23.00,Yes,No,Weekly,"Not Important",Yes,Tennessee,"1,123,855","White Rep","Other Male","83,838",Total,Yes,No,2,"Very likely",Conservative,No,23,23,"First Globals",,McCain,7,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,McCain,Republican,"Once a week",McCain,"Two or three times a month",Republican,"Two or three times a month",No,Yes,No/NS
"the helicopter crash I already mentioned - dont want to talk about it",12,"Dream Text: Worst Nightmare",2010-08-03T05:12:15+00:00,zogby_052110:11616,"2010 Demographic Survey",Male,Yes,50-64,45-64,65536,"High income",$100+,"Hispanic or Latino","College Degree",Col+,Hisp,Midwest,"College Degree+",2,Cons,7,Catholic,,Married,Married,54.00,Yes,No,Rarely,"Somewhat important",No/NS,Missouri,"380,588","Hisp ind","Married Male","84,125",Total,Yes,Yes,4,"Very likely",Conservative,Yes,23,23,Woodstockers,Yes,McCain,6.5,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,McCain,Independent/unenrolled/Unaffiliated,"Less often than once a month",McCain,"Less than once a month",Independent,"Two or three times a month",Yes,Yes,Yes
"Getting arrested as an adult for something I didn't do and realizing I was being taken away from my family.",20,"Dream Text: Worst Nightmare",2010-08-03T05:12:50+00:00,zogby_052110:23949,"2010 Demographic Survey",Male,Yes,50-64,45-64,11581,"High income",$100+,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Cons,6,Other/None,,Married,Married,63.00,Yes,No,Rarely,"Not sure",Yes,"New York","826,507","White Rep","Married Male","83,739",Total,Yes,Yes,0,"Very likely",Conservative,Yes,23,23,Woodstockers,Yes,McCain,7,Yes,Yes,,"Not sure",Yes,No,No,,No,Yes,McCain,Republican,"Once a week",McCain,"Less than once a month",Republican,Never,No,Yes,No/NS
"Seriously, this is getting weird. Questions are way too personal for some random survey company.",15,"Dream Text: Worst Nightmare",2010-08-03T05:12:06+00:00,zogby_052110:7568,"2010 Demographic Survey",Male,No,18-24,18-29,20024,"Low income",$25-35K,White,"College Degree",Col+,White,Northeast,"College Degree+",1,Prog,2,Other/None,,Single,"Single, never married",23.00,Yes,No,Never,"Not Important",Yes,"Washington DC","1,047,057","White Ind","Other Male","84,698",Total,Yes,"NS/not religious or spiritual",3,"Very likely",Liberal,No,23,23,"First Globals",,Obama,6.5,Yes,No,,Yes,Yes,No,No,No,"Not sure",Yes,Obama,Independent/unenrolled/Unaffiliated,"Several times a week",Obama,"About once a week",Independent,Never,No,Yes,No/NS
"I am incarcerated or trapped in a cave and the aperture through which I try to escape becomes progressively smaller and more confining.",23,"Dream Text: Worst Nightmare",2010-08-03T05:15:06+00:00,zogby_052110:40468,"2010 Demographic Survey",Male,Yes,50-64,45-64,90016,"High income",$100+,White,"College Degree",Col+,White,West,"College Degree+",1,,,Other/None,,Married,Married,63.00,No,No,Never,"Not Important",Yes,California,"1,142,221","White Ind","Married Male","84,327",Total,Yes,"NS/not religious or spiritual","Not sure","Very likely",,No,23,23,Woodstockers,,Other,"5 or less",Yes,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,McKinney,Other,"Almost every morning or more often",Other,"Less than once a month",Independent,"About once a week",Yes,Yes,No/NS
"Someone sitting on my chest and cannot move or escape.",10,"Dream Text: Worst Nightmare",2010-08-03T05:12:56+00:00,zogby_052110:24761,"2010 Demographic Survey",Male,Yes,35-49,30-44,62549,,,White,"College Degree",Col+,White,Midwest,"College Degree+",1,VCons,8,Protestant,No/NS,Married,Married,42.00,No,No,Rarely,"Very important",Yes,Illinois,"1,185,691","White Rep","Married Male","84,806",Total,No,No,2,"Very likely",Conservative,Yes,23,23,Nikes,Yes,McCain,6,Yes,No,,Yes,Yes,Yes,Yes,,Yes,Yes,McCain,Republican,"Less often than once a month",McCain,"Less than once a month",Republican,"Less than once a month",No,Yes,No/NS
"climbing a telephone pole that is growing taller until it falls over with me on it from very high.",19,"Dream Text: Worst Nightmare",2010-08-03T05:13:05+00:00,zogby_052110:25721,"2010 Demographic Survey",Male,No,50-64,45-64,83402,"Middle income",$50-75K,White,"College Degree",Col+,White,West,"College Degree+",1,Cons,5,Protestant,Yes,Married,Married,0.22,Yes,No,Weekly,"Somewhat important",No/NS,Idaho,"1,122,411","White Ind","Married Male","85,005",Total,Yes,Yes,2,"Very likely",Conservative,No,23,23,Woodstockers,No,McCain,8,No,No,,,No,No,No,No,Yes,Yes,McCain,Independent/unenrolled/Unaffiliated,"Once a week",McCain,"About once a week",Independent,Never,No,Yes,No/NS
"When I was pregnant I had dreams of death situations for both my husband and my baby--as if I was not in charge of security of my family.",29,"Dream Text: Worst Nightmare",2010-08-03T05:16:10+00:00,zogby_052110:48703,"2010 Demographic Survey",Female,Yes,50-64,45-64,97330,,,White,"College Degree",Col+,White,West,"College Degree+",1,Prog,"Extremely liberal",Protestant,Yes,Married,Married,54.00,Yes,No,1-2/Mo,"Not Important",Yes,Oregon,"932,571","White Ind","Married Female","84,734",Total,No,No,1,"Very likely",Liberal,No,23,23,Woodstockers,No,Other,7,No,No,,,Yes,No,No,,No,Yes,McKinney,Independent/unenrolled/Unaffiliated,"Less often than once a month",Other,Never,Independent,"Less than once a month",No,Yes,No/NS
"being chassed and can't run or get away",8,"Dream Text: Worst Nightmare",2010-08-03T05:15:47+00:00,zogby_052110:45374,"2010 Demographic Survey",Male,No,65+,65+,95476,"Middle income",$50-75K,White,"Some College",SomeCol,White,West,"No College Degree",1,Cons,8,Catholic,,Married,Married,0.76,Yes,No,Rarely,"Somewhat important",Yes,California,"1,196,611","White Rep","Married Male",182,Total,Yes,"NS/not religious or spiritual",4,"Very likely",Conservative,No,23,24,Privates,No,McCain,7,No,No,,,No,No,No,,No,Yes,McCain,Republican,"Not sure",McCain,"Not sure",Republican,Never,Yes,Yes,No/NS
"Two years ago I had a dream that Obama was elected. This nightmare came true",15,"Dream Text: Worst Nightmare",2010-08-03T05:13:04+00:00,zogby_052110:25677,"2010 Demographic Survey",Male,No,50-64,45-64,60004,"Middle income",$50-75K,White,"Some College",SomeCol,White,Midwest,"No College Degree",1,Libert,"Extremely conservative",Other/None,,Married,Married,64.00,Yes,No,Never,"Very important",No/NS,Illinois,"212,159","White Rep","Married Male",203,Total,Yes,"NS/not religious or spiritual",1,"Very likely",Libert,No,23,24,Woodstockers,Yes,McCain,6,Yes,No,,Yes,No,No,No,No,No,Yes,McCain,Republican,"Once a week",McCain,"Less than once a month",Republican,"Less than once a month",No,No,No/NS
"I wake up screaming with my hart racing. I see my husband beside me. He is awake and he pulls me close and holds me until I calm down and go to sleep again. I was seeing my daughter (she was 9) killed over, and over again.",47,"Dream Text: Worst Nightmare",2010-08-03T05:14:19+00:00,zogby_052110:34540,"2010 Demographic Survey",Female,No,50-64,45-64,83301,"Low income",$25-35K,Other,"College Degree",Col+,Other,West,"College Degree+",0,Cons,6,Catholic,,Married,Married,0.01,Yes,No,Rarely,"Somewhat important",No/NS,Idaho,"1,195,561",Other,"Married Female",501,Total,Yes,No,3,"Very likely",Conservative,No,23,24,Woodstockers,Yes,Other,8.5,No,No,,,No,Yes,Yes,,Yes,Yes,"Did not vote",Independent/unenrolled/Unaffiliated,"Several times a week",Other,"Less than once a month",Independent,"Less than once a month",Yes,No,No/NS
"See previous answer",3,"Dream Text: Worst Nightmare",2010-08-03T05:12:34+00:00,zogby_052110:18492,"2010 Demographic Survey",Female,No,50-64,45-64,20902,"High income",$100+,Other,"College Degree",Col+,Other,Northeast,"College Degree+",5,Mod,5,Other/None,,Married,Married,62.00,Yes,No,Rarely,"Not Important",Yes,Maryland,"945,424",Other,"Married Female",587,Total,No,Yes,2,"Very likely",Moderate,Yes,24,24,Woodstockers,Yes,Obama,7.5,No,No,,,Yes,Yes,No,,Yes,Yes,Obama,Independent/unenrolled/Unaffiliated,"Several times a week",Obama,"Less than once a month",Independent,"Less than once a month",Yes,No,No/NS
"I scream bloody murder and wake myself up from it, usually someone or something is trying to kill me and i am parapyzed in the dream. One dream a vampire camme thru my window and was pinning me down and i woke up an the ground on my back",49,"Dream Text: Worst Nightmare",2010-08-03T05:13:28+00:00,zogby_052110:28795,"2010 Demographic Survey",Female,Yes,35-49,45-64,92054,"Middle income",$50-75K,White,"College Degree",Col+,White,West,"College Degree+",1,Lib,3,Other/None,,D/W/S,Divorced/separated,45.00,Yes,No,Rarely,"Not Important",Yes,California,"822,573","White Dem","Other Female","78,033",Total,Yes,Yes,5,"Very likely",Liberal,Yes,23,24,Nikes,No,Obama,7.5,Yes,No,,"Not sure",Yes,Yes,Yes,No,No,Yes,Obama,Democratic,"Several times a week",Obama,"About once a week",Democratic,"Two or three times a month",Yes,Yes,No/NS
